#{"t_start": 1646496003.4753594, "env_id": "LunarLander-v2"}
r,l,t
-43.406579,1000,144.629793
-417.639,1000,146.731667
154.395637,975,148.635047
112.575319,868,149.803632
-261.510335,864,151.139155
-121.914512,1000,153.198623
-72.563212,1000,155.274806
-98.607327,1000,156.778711
-63.569992,1000,159.208146
-61.054836,1000,161.16951
-94.579567,1000,162.541909
-46.017853,1000,164.418585
-107.086339,1000,166.200062
-118.376782,1000,168.068519
-116.599509,1000,169.753065
-50.746326,1000,171.509972
-50.137335,1000,172.905775
-104.617228,1000,174.410131
-93.882477,1000,176.345758
-131.603249,1000,178.132702
154.912078,542,178.858265
-147.904921,1000,181.136765
-155.618999,1000,183.271067
231.513673,433,183.876689
223.870749,572,184.733605
252.617719,523,185.507623
113.361762,970,187.240513
-86.237463,542,188.07199
-138.884415,1000,189.80766
191.403557,577,190.560399
-80.168459,1000,192.25901
-166.77093,1000,193.938595
258.199433,400,194.404265
-144.322352,1000,196.4825
-98.348594,1000,198.104334
256.821281,439,198.661027
-138.953276,1000,200.832779
146.099355,654,201.811687
-173.908157,1000,203.492762
164.458081,616,204.320637
196.977737,625,205.276712
-93.745107,1000,207.157001
-50.122013,475,207.740635
-155.463866,1000,209.766659
-90.786161,521,210.59951
-170.333175,1000,212.781707
-75.132616,1000,214.705971
-80.445962,429,215.271597
-17.4023,249,215.578656
-143.104051,1000,217.437133
260.089455,354,217.878306
-11.61211,372,218.362961
155.219871,424,218.956578
-43.170993,330,219.363192
237.71695,354,219.787953
260.260601,386,220.264563
223.165604,478,220.928046
151.587392,728,222.184653
248.475192,449,222.793818
116.14063,700,224.089047
-52.48702,160,224.246645
-2.23747,259,224.539436
-8.126757,221,224.772812
22.525855,168,224.941361
28.064574,257,225.232285
134.98742,657,226.21659
52.419251,216,226.443948
-146.47019,157,226.603523
175.68183,482,227.283391
-10.210646,247,227.534985
252.731132,299,227.86246
-184.028585,151,228.007523
236.375138,497,228.56304
-22.625239,187,228.761507
-135.398598,140,228.901192
54.247175,155,229.056881
-5.298502,203,229.272376
57.627059,169,229.442982
-8.295185,164,229.610566
-30.961185,139,229.754182
197.115839,605,230.626681
111.929864,601,231.468268
23.580794,189,231.66043
-21.505782,183,231.84893
-14.666234,101,231.950659
-23.675062,273,232.259938
42.395541,223,232.49858
248.929976,393,232.968589
234.987832,322,233.352644
209.195604,384,233.818591
195.453245,304,234.173619
1.448705,197,234.387684
236.36762,354,234.839667
168.117962,535,235.655365
273.879996,263,235.935973
-369.17687,166,236.104813
-58.552306,97,236.199568
4.582032,262,236.478549
271.41587,264,236.769518
174.340923,483,237.45701
34.927841,146,237.601624
209.832872,506,238.410635
167.456326,631,239.354413
223.848338,390,239.848139
300.444403,205,240.073662
168.788565,692,241.249032
-44.988022,154,241.403878
209.129731,309,241.76964
206.031035,317,242.13182
-160.414589,148,242.280631
287.214752,318,242.636553
-11.716816,355,243.042623
235.32687,372,243.498111
-24.763389,286,243.824613
-59.802314,387,244.300606
42.121829,200,244.515631
57.595837,120,244.633616
220.789094,444,245.244086
-37.620795,416,245.807596
167.127797,552,246.676584
40.02635,162,246.847637
232.182248,386,247.334145
199.938343,641,248.379658
