#{"t_start": 1646582168.209853, "env_id": "LunarLander-v2"}
r,l,t
-94.745596,1000,712.982791
200.025241,550,713.826794
262.031301,377,714.333722
-59.03483,1000,715.757763
218.798054,471,716.421755
262.523221,448,717.038775
186.262696,389,717.47882
239.621078,431,718.18576
-33.769506,1000,719.755723
-99.837481,127,719.885733
5.931353,258,720.152951
233.252932,407,720.601854
-16.256636,1000,722.026738
208.50284,481,722.719738
-84.599222,1000,724.979745
-104.106411,1000,727.064569
-83.519321,146,727.197698
222.326731,585,727.884761
163.859642,402,728.430754
-90.324872,135,728.558739
-61.287832,1000,731.743716
146.799129,484,732.455757
-65.32555,1000,734.05674
-107.539866,1000,735.992383
148.411227,1000,737.329792
40.346206,1000,738.853232
30.312957,286,739.182632
-71.989128,1000,741.079947
-76.560465,157,741.226736
-67.78138,146,741.383742
-61.973191,1000,744.375698
277.040142,373,744.798583
-80.259488,1000,746.603854
-79.146507,1000,748.531821
-44.769446,1000,750.260715
-8.797142,1000,751.682778
-27.696932,1000,753.331018
-17.144398,1000,755.295774
-96.659401,1000,757.196719
248.164296,471,757.800809
-69.215229,1000,759.671985
2.202371,265,759.98574
-85.517625,1000,761.631907
-43.084833,242,761.898282
-97.005408,1000,763.371714
216.245814,518,764.029748
-24.1717,161,764.157756
-35.834556,1000,765.417749
-87.658004,1000,767.808721
-161.80021,837,768.850743
-16.871314,1000,770.30371
260.107661,421,770.722896
-92.622485,157,770.851734
-104.790793,1000,772.288787
-79.826302,1000,774.340763
-31.744526,1000,776.047792
-98.710672,1000,777.496741
-41.626541,1000,778.931752
-44.626229,1000,780.094718
-53.381636,1000,782.083869
-42.952553,162,782.222733
-69.033941,194,782.4117
175.970095,402,782.906791
-105.988137,1000,784.335742
-48.816784,1000,786.196693
-56.35514,322,786.521817
-89.341018,143,786.643715
147.685319,495,787.405709
-95.98171,134,787.506704
-63.732024,1000,788.783719
-94.846748,1000,790.220802
-106.118109,1000,791.732701
-78.546831,198,791.908738
-18.747478,278,792.175689
-71.197708,1000,793.516703
-68.969781,1000,795.154699
-98.428629,1000,796.965673
-97.723318,1000,798.880749
-24.244814,1000,800.614232
-64.951902,1000,802.706752
-83.985161,166,802.866736
249.57958,578,803.632709
-76.706256,1000,805.132797
149.443862,912,806.618875
-85.862136,131,806.662479
-81.032476,1000,807.500751
-82.124699,160,807.565843
-42.768428,1000,808.576757
-74.631867,1000,809.382774
-75.427378,1000,811.129805
-90.630982,134,811.178744
-77.796192,1000,812.437596
-91.628162,1000,814.197943
-29.682574,1000,815.451797
-52.651074,1000,816.43389
-75.175351,1000,817.633777
-85.385538,188,817.695848
-51.953213,1000,818.515738
-82.574904,1000,819.764818
-73.263577,1000,820.981829
-87.421437,131,821.021779
-40.955157,1000,822.031757
-73.763356,1000,822.892749
-75.085436,1000,823.69377
-100.69819,1000,824.889751
-75.476001,1000,825.44827
230.594468,375,825.613077
-93.416626,1000,826.430895
-84.697132,1000,827.246722
-76.779865,1000,828.587762
117.27669,442,828.925728
-68.252684,1000,829.77811
91.692295,845,830.873852
213.857456,416,831.085886
-90.260827,1000,832.106716
-98.017924,1000,833.017772
-73.573433,1000,833.800992
241.378329,428,834.063745
-83.344481,1000,835.065917
-69.201299,1000,836.31883
-62.105431,156,836.373808
-89.396228,1000,837.677138
-43.686048,1000,838.228269
121.805067,555,838.754771
-97.980701,1000,839.921906
-80.525267,156,839.970874
-88.88007,1000,840.619741
-77.756983,156,840.670292
-45.766665,233,840.761052
-92.511378,1000,841.709864
-49.516909,1000,843.01772
-107.604879,1000,843.740735
-38.631626,1000,845.183727
-66.310724,141,845.228767
-26.11312,1000,845.960649
-38.248438,1000,846.85571
-63.386752,1000,847.91427
-31.810707,1000,848.693738
-71.697048,170,848.748688
-79.95003,1000,849.510141
-108.513114,1000,850.455939
-64.76267,165,850.511771
-164.280002,433,850.814888
-67.06453,142,850.862759
-95.536175,1000,851.640836
-63.70211,1000,852.414759
-55.513397,1000,853.388792
-76.001769,1000,854.539877
-82.105734,1000,855.397806
-65.545717,169,855.455872
173.941004,484,855.848711
130.383138,1000,856.48885
-67.342048,1000,857.620854
183.661472,453,857.852822
-65.700122,1000,858.634798
-115.161084,1000,860.049892
-104.673905,1000,861.127753
156.269417,527,861.561936
-78.903324,1000,862.385782
-96.580121,1000,863.50778
-54.661969,1000,864.248751
-93.586753,160,864.301838
-66.729187,1000,864.900005
-88.858741,1000,866.134904
-94.759529,1000,866.97708
173.201237,488,867.233813
-95.390783,1000,868.487681
-118.806059,1000,869.160305
-71.634736,1000,870.018824
-109.797482,494,870.351823
200.404008,383,870.545743
-77.477409,1000,871.625237
-85.262329,1000,872.366683
-82.754782,1000,873.27772
-105.340741,1000,874.005708
-52.645065,1000,874.67271
-51.983983,1000,875.447215
-38.277057,1000,876.438764
-45.735783,1000,877.460769
-141.833424,410,877.669783
-91.893808,1000,878.482702
-35.717681,1000,879.385685
-65.878913,141,879.434723
-48.022063,1000,880.019685
-71.250113,1000,881.346766
273.326922,423,881.610751
-51.674026,1000,882.591779
-74.128294,1000,883.774157
-103.56596,1000,884.956443
-8.633894,1000,885.699768
-86.231006,134,885.741774
-93.415356,163,885.796751
-86.229924,149,885.847737
100.299552,538,886.270769
-78.894532,1000,887.881835
-89.608008,1000,888.9177
-51.190237,1000,889.757715
60.79802,1000,890.431999
-65.420624,1000,891.487658
170.324744,408,891.741958
-58.212674,139,891.78983
24.272498,1000,892.898774
-53.224887,1000,893.823183
-83.358165,1000,894.392717
-86.21079,126,894.432706
137.897204,507,894.755752
-94.76014,1000,895.399251
-72.852225,147,895.445129
-97.063641,1000,896.313719
-46.536373,1000,897.531061
-76.218532,1000,898.542771
-60.720709,1000,899.516817
-80.370311,1000,900.380761
47.604197,1000,901.58179
-55.888062,265,901.680628
157.120303,449,901.995781
-89.174011,1000,902.535768
161.474301,886,903.249089
-77.651839,1000,904.624755
-107.785612,1000,906.083865
-84.46983,1000,906.701789
-93.398455,131,906.742804
-84.520915,138,906.789767
172.460736,361,906.998838
-74.84415,1000,907.747757
-94.703143,481,908.027856
-71.979019,160,908.079813
-89.770235,1000,909.051228
-109.288222,1000,909.941786
178.214665,754,910.615769
-71.464868,154,910.668753
-95.959587,130,910.709774
-2.839962,1000,911.611777
-91.636819,1000,912.528934
-19.372262,1000,913.242813
-79.813714,1000,914.287945
137.576892,483,914.645793
-72.629361,1000,915.346829
-94.698065,1000,916.091834
-70.609314,1000,916.756734
241.923535,390,916.932919
-65.194745,1000,917.879771
-73.404674,173,917.932781
-72.288817,1000,918.776849
-81.194722,1000,919.872768
267.498677,648,920.212796
141.034987,1000,920.841946
-73.972687,1000,921.620709
-73.881719,1000,922.668618
-41.009032,1000,923.990233
227.242681,662,924.465733
-52.403311,1000,925.500708
-85.621613,144,925.547699
154.189949,1000,926.144986
-91.954389,134,926.190036
-80.933799,1000,927.343151
-58.254716,1000,928.117227
111.189496,1000,929.191715
-62.327814,1000,929.860741
-55.941291,1000,930.718753
-70.748573,181,930.782732
-87.269938,153,930.832698
-71.647918,1000,932.163732
-99.538921,1000,933.562718
-90.093252,131,933.605698
-78.279055,1000,934.528583
-51.848938,1000,935.119398
-54.748744,1000,935.745715
-72.742149,1000,936.877954
-69.227693,1000,937.650611
197.382813,487,937.927748
-70.87739,1000,938.675748
258.220804,358,938.825741
-64.42722,1000,939.696741
-27.524499,1000,940.980771
-67.910359,1000,941.832732
-82.210557,1000,943.016707
-39.129345,1000,943.925729
275.079836,380,944.159776
177.65374,951,945.197771
-55.539532,1000,946.270833
-103.244876,1000,947.049265
-59.13313,292,947.158344
