#{"t_start": 1646496712.6493132, "env_id": "LunarLander-v2"}
r,l,t
128.545048,664,444.991523
-96.749817,507,446.26019
-88.514339,424,446.629586
187.347545,374,446.930118
189.306339,524,447.387437
-31.895334,178,447.48612
-135.072952,789,449.154639
197.390277,590,449.698661
-166.144652,951,450.684754
-3.096357,239,451.645569
-98.6167,673,452.431924
199.068437,500,452.901897
222.259459,375,453.171457
-51.599246,1000,455.11179
-39.520469,281,455.303297
225.461393,462,455.737523
195.376259,332,455.997496
19.896436,1000,458.152468
231.302848,387,458.481466
-20.657265,251,458.642457
-61.46103,531,459.034417
-35.441558,1000,460.878917
162.647476,432,461.2077
201.764208,439,461.609501
-28.149681,275,461.786469
232.640811,375,462.928477
-75.923937,1000,463.854483
217.930305,420,464.200548
-138.20608,998,465.976527
189.552575,362,466.238403
194.360341,407,466.548347
-29.776582,319,466.786772
-85.176253,448,467.168592
-66.953823,246,468.141496
-44.582645,268,468.330746
-12.216226,263,468.505304
237.987277,355,468.760725
-14.841813,209,468.880485
-7.728762,1000,470.998561
-38.961866,241,471.147513
-55.937965,224,471.290522
-40.172545,1000,472.390496
158.598779,393,473.530468
198.988792,308,473.749705
-72.690738,284,473.927495
145.934191,883,474.802457
-77.420844,1000,476.576519
213.108032,384,476.903492
-64.937449,624,477.482495
-52.868288,261,477.650725
203.386758,341,478.740961
-78.782609,285,478.935537
204.529889,449,479.307567
-12.399066,327,479.543761
217.893474,492,480.026741
-130.357982,599,481.597795
-18.901059,233,481.745986
199.60243,375,482.044984
-27.682038,235,482.188812
246.845976,399,482.477155
-50.106406,202,482.594244
-61.291763,179,482.698406
-57.86091,1000,484.585472
165.03768,390,484.891782
211.872228,344,485.170974
127.887719,861,486.808577
0.92015,1000,488.339309
-26.925422,1000,490.175516
202.439063,334,490.420845
218.531377,314,490.618946
-2.693622,223,490.751738
209.992951,456,491.147502
154.065683,808,492.905763
126.721921,853,493.809725
175.524886,370,494.085923
-49.102835,243,494.236962
-78.029084,721,495.681912
-10.884874,206,495.7986
161.36141,693,496.452457
-91.434991,269,496.620443
214.914205,309,496.836446
180.686632,555,498.362523
212.830104,465,498.754965
220.127422,386,499.049212
130.956774,846,500.675435
7.040154,1000,502.08549
-97.006569,692,502.858541
-31.765909,224,502.994501
-64.149273,190,503.917989
215.378787,341,504.213512
214.720778,504,504.725763
-60.346625,219,504.849525
-72.907438,287,505.045491
195.186481,349,505.294498
230.523247,393,506.435505
239.767518,463,506.842466
-40.129419,596,507.26405
-44.644181,243,507.403732
202.221991,422,507.766051
129.394717,896,509.773459
218.494696,323,509.999817
221.764245,508,510.367427
239.318332,388,510.656434
76.540985,1000,512.308116
204.29783,276,512.468961
-82.611173,582,512.921868
204.953345,475,514.241495
202.973482,640,514.711484
-49.458522,283,514.886468
204.414397,521,515.3525
-61.807073,495,516.576661
-49.86516,196,516.692718
242.076388,321,516.921479
220.176543,343,517.192469
-44.798756,246,517.335499
232.183607,542,517.762649
148.208914,581,519.19949
-36.050464,181,519.298482
174.144756,667,519.973942
235.634609,441,520.32049
169.161601,656,521.761658
248.299669,305,521.981467
55.187881,1000,522.798018
-52.766613,1000,524.562473
-78.661916,223,524.693502
