#{"t_start": 1646713807.1949215, "env_id": "LunarLander-v2"}
r,l,t
268.67158,276,585.902513
-176.222605,288,586.139853
-146.419451,220,586.290296
203.869111,366,588.273538
240.38883,546,588.843846
-206.425341,241,589.035988
246.799625,380,589.362431
-2.060199,314,589.656291
-43.517911,275,591.351313
-176.535976,357,591.719104
184.059379,639,592.420269
-36.850745,260,592.635076
-126.447719,259,592.841841
-52.202542,299,593.103958
-170.235203,210,593.258855
-146.777122,207,594.955915
-13.61326,258,595.174829
161.418309,725,596.231857
267.140109,340,596.567919
247.091072,349,596.901842
-217.771384,354,598.709131
245.708715,410,599.114472
-197.328969,277,599.337875
-303.682261,664,600.410215
-182.00063,314,600.658998
-13.324938,310,602.448685
-25.921861,315,602.759925
44.870341,313,603.077953
-88.368619,525,603.808814
-162.234039,292,604.083347
-173.279986,318,604.391167
17.233476,251,606.180795
-53.287896,458,606.708967
-233.205988,372,607.07476
254.378399,389,607.446048
240.28378,354,607.761922
107.028218,1000,610.438905
210.976129,576,611.164713
19.436221,257,611.353864
-282.495194,687,613.90132
284.98283,303,614.182265
-37.384783,345,614.504069
5.4276,239,614.680806
-215.579684,362,615.051306
-32.648715,294,615.295376
272.446545,419,615.761455
277.291609,342,617.57177
-231.98418,391,617.961637
-36.587777,299,618.227334
-161.792305,218,618.385256
-46.686148,309,618.659563
-204.038383,312,618.925817
-19.771177,320,620.761767
221.707235,470,621.274741
193.524782,567,622.022171
-43.251169,405,622.421042
268.205552,374,622.836919
38.910262,1000,625.89733
200.44399,985,627.135959
-10.583018,303,628.918965
-202.461984,294,629.179032
-200.134638,229,629.344937
-51.660576,358,629.660052
23.232667,239,629.831865
-122.280241,222,630.005838
6.24944,312,630.284961
-198.809268,325,632.143432
124.181227,1000,633.392042
198.034436,625,634.217421
-36.019754,287,634.451431
-81.585316,512,636.694362
-175.221406,303,636.940714
268.026252,325,637.2413
-194.444819,309,637.511838
-224.554152,403,637.881838
48.102914,1000,641.091235
241.615602,415,641.604269
-176.087379,243,641.83151
-188.28627,324,642.127475
138.727322,420,644.194681
236.525931,416,644.632531
226.303264,344,644.919855
-164.431043,309,645.216855
75.86713,1000,648.291449
-170.73835,227,648.464984
-28.266514,252,648.664424
-13.881317,303,648.946755
-156.204736,207,649.102144
-203.624893,290,649.334203
29.256408,316,649.58853
-183.203181,268,649.817255
58.494192,1000,652.860857
-16.080323,231,653.039379
-51.96631,437,653.509465
4.884325,229,653.677394
12.265362,231,655.385372
-130.160634,219,655.549435
-221.828138,343,655.89552
190.80344,383,656.362347
14.546496,230,656.533661
27.687434,179,656.661433
233.744105,517,657.343573
141.894307,1000,660.069955
192.314482,438,660.548373
-153.14166,250,660.743853
-186.172441,290,660.979927
-20.556449,295,662.721319
41.250245,239,662.924816
132.733677,1000,664.297029
7.703845,259,664.489518
93.942511,1000,667.372246
258.244279,340,667.666014
-23.615401,248,667.909146
-49.051961,396,668.272814
42.636111,1000,671.493419
-204.611088,257,671.720811
-106.486159,576,672.46682
147.35442,1000,675.206677
278.585938,330,675.514337
-29.809885,343,675.805109
-71.823396,280,676.042248
12.18282,231,676.224616
147.553483,1000,678.912063
263.114136,358,679.277087
-80.729423,406,679.669286
-200.683958,296,679.918873
57.494151,1000,682.787022
-188.163463,309,683.065921
-195.028776,304,683.347752
-154.793886,258,683.583594
-15.771206,263,683.803272
-203.713118,345,684.158334
-34.836244,199,684.312923
-174.307506,220,686.001036
-14.950178,455,686.516394
166.513425,557,687.28247
-40.785538,264,687.49853
-139.512063,247,687.71435
-209.088924,351,689.639868
-169.589802,274,689.874906
-209.133433,285,690.124151
-62.977062,301,690.382182
-171.133774,271,690.603274
89.305891,1000,693.622779
-106.856124,220,693.802702
207.370294,571,694.421193
-167.847262,287,694.657264
243.506257,561,695.251884
-182.587324,295,697.015315
-155.922153,1000,698.693789
183.339959,611,699.357504
-153.872684,304,699.642551
-252.861423,488,701.724795
168.55385,615,702.579263
3.783264,243,702.766285
132.099783,1000,705.460382
-215.682823,369,705.768173
222.714311,481,706.263129
-15.776114,1000,707.862152
-283.240829,546,710.10984
-206.57536,301,710.383523
229.95447,463,710.877533
244.22077,441,711.32374
-158.071591,310,711.612339
-159.201323,234,713.308125
-197.475894,326,713.612959
-198.01738,281,713.832441
-154.446643,277,714.051708
-170.763048,232,714.219467
-26.794332,299,714.476042
178.534782,531,716.656878
-10.74708,241,716.846957
